등록구분,진행상태,ECN No.,프로젝트,긴급도,중요도,등록일,요청 파트(부서),완료예정일,조치완료일,대책파트/협력사
C1,완료,CH000000001,P1,상,Medium,2019-12-14,D7,2019-12-15,2019-12-15,D24
C1,완료,CH000000002,P1,상,Medium,2019-04-22,D7,2019-04-26,2019-04-25,D89
C2,완료,CH000000003,P1,상,Medium,2019-03-14,D91,2019-03-14,2019-03-14,D91
C1,완료,CH000000004,P1,상,Medium,2019-03-14,D7,2019-03-16,2019-03-16,D91
C1,완료,CH000000005,P1,상,Medium,2018-11-17,D7,2018-11-18,2018-11-18,D89
C1,완료,CH000000006,P1,상,Medium,2018-11-08,D7,2018-11-10,2018-11-10,D21
C1,완료,CH000000007,P1,상,Medium,2018-07-27,D7,2018-07-28,2018-07-28,D41
C2,완료,CH000000008,P1,상,Medium,2018-07-02,D91,2018-07-02,2018-07-02,D91
C3,완료,CH000000009,P1,상,Low,2018-05-26,D91,2018-06-17,2018-06-16,D89
C2,완료,CH000000010,P1,상,Medium,2018-05-25,D91,2018-05-25,2018-05-25,D91
C2,완료,CH000000011,P1,상,Medium,2018-05-25,D91,2018-05-25,2018-05-25,D91
C2,완료,CH000000012,P1,상,Medium,2018-05-25,D41,2018-05-25,2018-05-25,D41
C3,완료,CH000000013,P1,상,Low,2018-05-24,D21,2018-05-24,2018-05-24,D23
C4,반려,CH000000015,P1,상,Medium,2018-05-22,D102,2018-05-23,2018-05-23,D19
C4,등록취소,CH000000016,P1,상,Medium,2018-05-22,D102,,,D91
C4,등록취소,CH000000017,P1,상,Medium,2018-05-22,D102,,,D91
C2,완료,CH000000018,P1,상,Medium,2018-05-21,D63,2018-05-21,2018-05-21,D63
C5,완료,CH000000019,P1,하,Low,2018-05-21,D91,2018-05-25,2018-05-25,D91
C3,완료,CH000000020,P1,상,Low,2018-05-20,D21,2018-05-21,2018-05-25,D91
C3,완료,CH000000021,P1,상,Low,2018-05-20,D21,2018-05-21,2018-05-21,D19
C3,완료,CH000000022,P1,상,Low,2018-05-20,D21,2018-05-21,2018-05-21,D19
C3,완료,CH000000023,P1,상,Low,2018-05-20,D21,2018-05-26,2018-05-20,D19
C3,완료,CH000000024,P1,상,Low,2018-05-20,D21,2018-05-21,2018-05-21,D91
C3,완료,CH000000025,P1,상,Low,2018-05-20,D21,2018-05-21,2018-05-25,D91
C3,완료,CH000000026,P1,상,Low,2018-05-20,D21,2018-05-25,2018-05-25,D19
C3,완료,CH000000027,P1,상,Low,2018-05-20,D21,2018-05-21,2018-05-21,D91
C3,완료,CH000000028,P1,상,Low,2018-05-20,D21,2018-05-20,2018-05-20,D21
C2,완료,CH000000029,P1,상,Medium,2018-05-20,D24,2018-05-20,2018-05-20,D24
C2,완료,CH000000030,P1,상,Medium,2018-05-20,D21,2018-05-20,2018-05-20,D21
C6,등록취소,CH000000031,P1,상,Medium,2018-05-20,D102,,,D91
C4,완료,CH000000032,P1,상,Medium,2018-05-20,D102,2018-05-20,2018-05-20,D18
C2,완료,CH000000034,P1,상,Medium,2018-05-19,D21,2018-05-19,2018-05-19,D21
C2,완료,CH000000035,P1,상,Medium,2018-05-19,D21,2018-05-19,2018-05-19,D21
C4,등록취소,CH000000036,P1,상,Medium,2018-05-19,D102,,,D91
C4,등록취소,CH000000037,P1,상,Medium,2018-05-19,D102,,,D24
C6,등록취소,CH000000038,P1,상,Medium,2018-05-19,D102,,,D91
C2,완료,CH000000039,P1,상,Medium,2018-05-18,D41,2018-05-18,2018-05-18,D41
C4,완료,CH000000040,P1,상,Medium,2018-05-18,D102,2018-05-19,2018-05-19,D91
C7,등록취소,CH000000041,P1,상,Medium,2018-05-18,D102,,,D41
C7,등록취소,CH000000042,P1,상,Medium,2018-05-18,D102,2018-05-21,,D23
C4,완료,CH000000043,P1,상,Medium,2018-05-18,D102,2018-05-20,2018-05-18,D19
C4,등록취소,CH000000044,P1,상,Medium,2018-05-18,D102,,,D19
C4,등록취소,CH000000045,P1,상,Medium,2018-05-18,D102,,,D41
C4,완료,CH000000046,P1,상,Medium,2018-05-18,D102,2018-05-18,2018-05-18,D23
C5,완료,CH000000047,P1,하,Low,2018-05-18,D24,2018-05-18,2018-05-18,D24
C4,등록취소,CH000000048,P1,상,Medium,2018-05-17,D102,2018-05-18,,D52
C2,완료,CH000000049,P1,상,Medium,2018-05-14,D40,2018-05-14,2018-05-14,D40
C6,완료,CH000000050,P1,상,Medium,2018-05-14,D102,2018-05-18,2018-05-20,D91
C6,완료,CH000000051,P1,상,Medium,2018-05-14,D102,2018-05-18,2018-05-18,D91
C6,반려,CH000000052,P1,상,Medium,2018-05-14,D102,2018-05-19,2018-05-19,D41
C6,등록취소,CH000000053,P1,상,Medium,2018-05-14,D102,2018-05-18,2018-05-18,D41
C6,완료,CH000000054,P1,상,Medium,2018-05-14,D102,2018-05-19,2018-05-20,D91
C6,등록취소,CH000000055,P1,상,Medium,2018-05-14,D102,2018-05-19,,D91
C4,등록취소,CH000000056,P1,상,Medium,2018-05-14,D102,2018-05-14,2018-05-14,D91
C2,완료,CH000000057,P1,상,Medium,2018-05-13,D59,2018-05-13,2018-05-13,D59
C7,완료,CH000000058,P1,상,Medium,2018-05-13,D102,2018-05-14,2018-05-14,D91
C4,등록취소,CH000000059,P1,상,Medium,2018-05-13,D102,2018-05-18,,D40
C4,등록취소,CH000000060,P1,상,Medium,2018-05-13,D102,2018-05-14,2018-05-14,D91
C4,완료,CH000000061,P1,상,Medium,2018-05-13,D102,2018-05-13,2018-05-13,D91
C4,완료,CH000000062,P1,상,Medium,2018-05-13,D102,2018-05-13,2018-05-13,D41
C7,완료,CH000000063,P1,상,Medium,2018-05-13,D102,2018-05-21,2018-05-13,D91
C6,등록취소,CH000000064,P1,상,Medium,2018-05-13,D102,2018-05-13,2018-05-13,D91
C4,등록취소,CH000000065,P1,상,Medium,2018-05-13,D102,2018-05-13,2018-05-13,D91
C4,완료,CH000000066,P1,상,Medium,2018-05-13,D102,2018-05-14,2018-05-13,D23
C4,등록취소,CH000000067,P1,상,Medium,2018-05-12,D102,,,D41
C4,완료,CH000000068,P1,상,Medium,2018-05-12,D102,2018-05-13,2018-05-13,D41
C4,완료,CH000000069,P1,상,Medium,2018-05-12,D102,2018-05-18,2018-05-18,D19
C4,완료,CH000000070,P1,상,Medium,2018-05-12,D102,2018-05-12,2018-05-12,D91
C4,등록취소,CH000000071,P1,상,Medium,2018-05-12,D102,,,D40
C4,완료,CH000000072,P1,상,Medium,2018-05-12,D102,2018-05-12,2018-05-12,D19
C4,완료,CH000000073,P1,상,Medium,2018-05-12,D102,2018-05-13,2018-05-13,D41
C4,완료,CH000000074,P1,상,Medium,2018-05-11,D102,2018-05-14,2018-05-11,D24
C4,등록취소,CH000000075,P1,상,Medium,2018-05-11,D102,,,D18
C4,완료,CH000000076,P1,상,Medium,2018-05-11,D102,2018-05-19,2018-05-12,D23
C2,완료,CH000000077,P1,상,Medium,2018-05-10,D91,2018-05-10,2018-05-10,D91
C4,등록취소,CH000000078,P1,상,Medium,2018-05-10,D102,2018-05-11,2018-05-11,D40
C4,등록취소,CH000000079,P1,상,Medium,2018-05-10,D102,,,D19
C4,등록취소,CH000000080,P1,상,Medium,2018-05-10,D102,,,D19
C4,완료,CH000000081,P1,상,Medium,2018-05-10,D102,2018-05-12,2018-05-12,D91
C4,완료,CH000000082,P1,상,Medium,2018-05-10,D102,2018-05-13,2018-05-13,D24
C4,완료,CH000000083,P1,상,Medium,2018-05-10,D102,2018-05-12,2018-05-12,D40
C2,완료,CH000000084,P1,상,Medium,2018-05-07,D19,2018-05-07,2018-05-07,D19
C4,완료,CH000000085,P1,상,Medium,2018-05-07,D102,2018-05-10,2018-05-11,D91
C4,완료,CH000000086,P1,상,Medium,2018-05-07,D102,2018-05-10,2018-05-11,D41
C4,등록취소,CH000000087,P1,상,Medium,2018-05-07,D102,2018-05-10,2018-05-10,D91
C6,완료,CH000000088,P1,상,Medium,2018-05-07,D102,2018-05-11,2018-05-07,D19
C4,등록취소,CH000000089,P1,상,Medium,2018-05-07,D102,2018-05-14,2018-05-07,D23
C3,완료,CH000000090,P1,상,Low,2018-05-06,D24,2018-05-12,2018-05-07,D16
C4,완료,CH000000091,P1,상,Medium,2018-05-06,D102,2018-05-12,2018-05-07,D19
C4,완료,CH000000092,P1,상,Medium,2018-05-06,D102,2018-05-14,2018-05-10,D16
C4,완료,CH000000093,P1,상,Medium,2018-05-06,D102,2018-05-07,2018-05-07,D19
C3,완료,CH000000094,P1,상,Low,2018-05-05,D24,2018-05-05,2018-05-05,D91
C2,완료,CH000000095,P1,상,Medium,2018-05-05,D91,2018-05-05,2018-05-05,D91
C2,완료,CH000000096,P1,상,Medium,2018-05-05,D24,2018-05-05,2018-05-05,D24
C6,완료,CH000000097,P1,상,Medium,2018-05-05,D102,2018-05-06,2018-05-06,D40
C4,등록취소,CH000000098,P1,상,Medium,2018-05-05,D102,2018-05-06,2018-05-06,D19
C7,완료,CH000000099,P1,상,Medium,2018-05-05,D102,2018-05-11,2018-05-11,D40
C4,등록취소,CH000000100,P1,상,Medium,2018-05-05,D102,,,D21
C4,등록취소,CH000000101,P1,상,Medium,2018-05-05,D102,2018-05-06,,D91
C4,등록취소,CH000000102,P1,상,Medium,2018-05-05,D6,2018-05-06,,D21
C4,완료,CH000000103,P1,상,Medium,2018-05-05,D102,2018-05-05,2018-05-06,D23
C4,완료,CH000000104,P1,상,Medium,2018-05-05,D102,2018-05-07,2018-05-06,D91
C4,등록취소,CH000000105,P1,상,Medium,2018-05-05,D102,2018-05-05,2018-05-05,D41
C4,완료,CH000000106,P1,상,Medium,2018-05-05,D102,2018-05-05,2018-05-05,D23
C4,등록취소,CH000000107,P1,상,Medium,2018-05-04,D102,2018-05-14,2018-05-07,D23
C4,등록취소,CH000000108,P1,상,Medium,2018-05-04,D102,,,D41
C6,등록취소,CH000000109,P1,상,Medium,2018-05-04,D102,,,D91
C6,등록취소,CH000000110,P1,상,Medium,2018-05-04,D102,,,D41
C4,등록취소,CH000000111,P1,상,Medium,2018-05-04,D102,,,D91
C6,완료,CH000000112,P1,상,Medium,2018-05-04,D102,2018-05-07,2018-05-07,D23
C4,등록취소,CH000000113,P1,상,Medium,2018-05-04,D102,2018-05-04,2018-05-04,D21
C2,완료,CH000000115,P1,상,Medium,2018-05-03,D19,2018-05-03,2018-05-03,D19
C2,완료,CH000000116,P1,상,Medium,2018-05-03,D19,2018-05-03,2018-05-03,D19
C4,등록취소,CH000000117,P1,상,Medium,2018-05-03,D102,2018-05-06,2018-05-06,D40
C4,등록취소,CH000000118,P1,상,Medium,2018-05-03,D102,,,D23
C4,완료,CH000000119,P1,상,Medium,2018-05-03,D102,2018-05-04,2018-05-04,D23
C4,완료,CH000000120,P1,상,Medium,2018-05-03,D102,2018-05-04,2018-05-04,D91
C4,완료,CH000000121,P1,상,Medium,2018-05-03,D102,2018-05-04,2018-05-04,D91
C4,등록취소,CH000000122,P1,상,Medium,2018-05-03,D102,2018-05-04,2018-05-04,D21
C4,완료,CH000000123,P1,상,Medium,2018-05-01,D102,2018-05-06,2018-05-03,D19
C2,완료,CH000000124,P1,상,Medium,2018-04-30,D41,2018-04-30,2018-04-30,D41
C4,완료,CH000000125,P1,상,Medium,2018-04-30,D102,2018-05-03,2018-05-03,D91
C4,등록취소,CH000000126,P1,상,Medium,2018-04-30,D102,,,D23
C4,완료,CH000000127,P1,상,Medium,2018-04-30,D102,2018-04-30,2018-04-30,D91
C4,등록취소,CH000000128,P1,상,Medium,2018-04-30,D102,,,D41
C4,등록취소,CH000000129,P1,상,Medium,2018-04-30,D102,,,D91
C4,등록취소,CH000000130,P1,상,Medium,2018-04-30,D102,,,D41
C3,완료,CH000000134,P1,상,Low,2018-04-29,D18,2018-04-29,2018-04-29,D23
C2,완료,CH000000135,P1,상,Medium,2018-04-29,D59,2018-04-29,2018-04-29,D59
C2,완료,CH000000136,P1,상,Medium,2018-04-29,D59,2018-04-29,2018-04-29,D59
C2,완료,CH000000137,P1,상,Medium,2018-04-29,D59,2018-04-29,2018-04-29,D59
C2,완료,CH000000138,P1,상,Medium,2018-04-29,D59,2018-04-29,2018-04-29,D59
C2,완료,CH000000139,P1,상,Medium,2018-04-29,D41,2018-04-29,2018-04-29,D41
C2,완료,CH000000140,P1,상,Medium,2018-04-29,D61,2018-04-29,2018-04-29,D61
C2,완료,CH000000141,P1,상,Medium,2018-04-29,D91,2018-04-29,2018-04-29,D91
C6,완료,CH000000142,P1,상,Medium,2018-04-29,D6,2018-04-30,2018-04-30,D21
C4,등록취소,CH000000143,P1,상,Medium,2018-04-29,D102,,,D41
C6,등록취소,CH000000144,P1,상,Medium,2018-04-29,D6,,,D41
C4,반려,CH000000145,P1,상,Medium,2018-04-29,D102,2018-04-30,2018-04-30,D21
C4,완료,CH000000146,P1,상,Medium,2018-04-29,D102,2018-04-29,2018-04-29,D24
C4,완료,CH000000147,P1,상,Medium,2018-04-29,D102,2018-04-29,2018-04-29,D24
C4,완료,CH000000148,P1,상,Medium,2018-04-29,D102,2018-05-03,2018-05-03,D19
C4,완료,CH000000149,P1,상,Medium,2018-04-29,D102,2018-04-29,2018-04-29,D40
C4,등록취소,CH000000150,P1,상,Medium,2018-04-29,D102,,,D24
C4,등록취소,CH000000151,P1,상,Medium,2018-04-29,D102,,,D41
C4,등록취소,CH000000152,P1,상,Medium,2018-04-29,D102,,,D19
C4,완료,CH000000153,P1,상,Medium,2018-04-29,D102,2018-04-30,2018-04-30,D91
C6,등록취소,CH000000154,P1,상,Medium,2018-04-29,D102,2018-04-30,2018-04-30,D91
C4,등록취소,CH000000155,P1,상,Medium,2018-04-29,D102,2018-04-30,2018-04-30,D91
C4,등록취소,CH000000156,P1,상,Medium,2018-04-29,D102,2018-05-13,2018-05-03,D91
C4,등록취소,CH000000157,P1,상,Medium,2018-04-29,D102,2018-04-29,2018-04-29,D24
C4,등록취소,CH000000158,P1,상,Medium,2018-04-29,D102,,,D91
C4,완료,CH000000159,P1,상,Medium,2018-04-29,D102,2018-04-30,2018-04-30,D41
C4,완료,CH000000160,P1,상,Medium,2018-04-29,D102,2018-04-30,2018-04-30,D41
C2,완료,CH000000161,P1,상,Medium,2018-04-28,D91,2018-04-28,2018-04-28,D91
C2,완료,CH000000162,P1,상,Medium,2018-04-28,D59,2018-04-28,2018-04-28,D59
C4,완료,CH000000163,P1,상,Medium,2018-04-28,D102,2018-04-30,2018-04-29,D16
C4,완료,CH000000164,P1,상,Medium,2018-04-28,D102,2018-04-30,2018-04-30,D16
C4,완료,CH000000165,P1,상,Medium,2018-04-28,D102,2018-05-07,2018-04-30,D91
C6,등록취소,CH000000166,P1,상,Medium,2018-04-28,D102,,,D19
C4,등록취소,CH000000167,P1,상,Medium,2018-04-28,D102,,,D41
C4,등록취소,CH000000168,P1,상,Medium,2018-04-28,D102,,,D23
C4,완료,CH000000169,P1,상,Medium,2018-04-28,D102,2018-04-28,2018-04-28,D19
C4,완료,CH000000170,P1,상,Medium,2018-04-28,D102,2018-04-28,2018-04-28,D19
C4,완료,CH000000171,P1,상,Medium,2018-04-28,D102,2018-05-07,2018-04-29,D19
C4,반려,CH000000173,P1,상,Medium,2018-04-28,D102,2018-05-05,2018-04-28,D91
C4,반려,CH000000175,P1,상,Medium,2018-04-28,D102,2018-05-05,2018-04-28,D91
C4,등록취소,CH000000176,P1,상,Medium,2018-04-28,D102,,,D19
C4,완료,CH000000177,P1,상,Medium,2018-04-28,D102,2018-04-28,2018-04-28,D41
C4,완료,CH000000178,P1,상,Medium,2018-04-28,D102,2018-04-30,2018-04-30,D40
C4,완료,CH000000179,P1,상,Medium,2018-04-28,D102,2018-04-30,2018-04-29,D19
C4,완료,CH000000180,P1,상,Medium,2018-04-28,D102,2018-04-28,2018-04-28,D19
C4,등록취소,CH000000181,P1,상,Medium,2018-04-28,D102,,,D20
C4,등록취소,CH000000182,P1,상,Medium,2018-04-28,D102,2018-04-28,2018-04-28,D23
C4,완료,CH000000183,P1,상,Medium,2018-04-28,D102,2018-04-28,2018-04-28,D19
C4,완료,CH000000184,P1,상,Medium,2018-04-28,D102,2018-04-29,2018-04-29,D19
C4,등록취소,CH000000185,P1,상,Medium,2018-04-28,D102,2018-04-28,2018-04-29,D19
C4,완료,CH000000186,P1,상,Medium,2018-04-28,D102,2018-04-30,2018-04-30,D40
C4,완료,CH000000187,P1,상,Medium,2018-04-28,D102,2018-04-28,2018-04-28,D19
C4,완료,CH000000188,P1,상,Medium,2018-04-28,D102,2018-04-30,2018-04-30,D40
C4,등록취소,CH000000189,P1,상,Medium,2018-04-28,D102,2018-05-05,2018-05-04,D40
C4,완료,CH000000190,P1,상,Medium,2018-04-28,D102,2018-04-30,2018-04-28,D19
C4,완료,CH000000191,P1,상,Medium,2018-04-28,D102,2018-04-28,2018-04-28,D40
C4,완료,CH000000192,P1,상,Medium,2018-04-28,D102,2018-04-28,2018-04-28,D19
C4,완료,CH000000193,P1,상,Medium,2018-04-28,D102,2018-04-28,2018-04-28,D19
C4,완료,CH000000194,P1,상,Medium,2018-04-28,D102,2018-04-28,2018-04-29,D20
C4,등록취소,CH000000195,P1,상,Medium,2018-04-28,D102,2018-04-28,2018-04-29,D40
C4,완료,CH000000196,P1,상,Medium,2018-04-28,D102,2018-04-28,2018-04-28,D40
C4,완료,CH000000197,P1,상,Medium,2018-04-28,D102,2018-04-30,2018-04-30,D40
C2,완료,CH000000198,P1,상,Medium,2018-04-27,D24,2018-04-27,2018-04-27,D24
C2,완료,CH000000199,P1,상,Medium,2018-04-27,D91,2018-04-27,2018-04-27,D91
C4,완료,CH000000200,P1,상,Medium,2018-04-27,D102,2018-04-29,2018-04-29,D40
C4,완료,CH000000201,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D89
C4,완료,CH000000202,P1,상,Medium,2018-04-27,D102,2018-04-30,2018-04-30,D40
C4,등록취소,CH000000203,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D41
C4,등록취소,CH000000204,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D40
C4,완료,CH000000205,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-29,D41
C4,완료,CH000000206,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-29,D41
C4,등록취소,CH000000207,P1,상,Medium,2018-04-27,D102,,,D41
C6,등록취소,CH000000208,P1,상,Medium,2018-04-27,D102,2018-04-29,2018-04-29,D40
C4,등록취소,CH000000209,P1,상,Medium,2018-04-27,D102,2018-05-07,2018-04-28,D91
C4,등록취소,CH000000210,P1,상,Medium,2018-04-27,D102,,,D41
C4,완료,CH000000211,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D19
C4,등록취소,CH000000212,P1,상,Medium,2018-04-27,D102,,,D41
C4,완료,CH000000213,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D91
C4,등록취소,CH000000214,P1,상,Medium,2018-04-27,D102,,,D41
C4,등록취소,CH000000215,P1,상,Medium,2018-04-27,D102,,,D18
C4,등록취소,CH000000216,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D41
C7,완료,CH000000217,P1,상,Medium,2018-04-27,D102,2018-05-06,2018-04-28,D91
C4,등록취소,CH000000218,P1,상,Medium,2018-04-27,D102,,,D21
C4,완료,CH000000219,P1,상,Medium,2018-04-27,D102,2018-05-05,2018-04-29,D19
C4,등록취소,CH000000220,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D21
C4,등록취소,CH000000221,P1,상,Medium,2018-04-27,D102,,,D21
C4,반려,CH000000222,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D19
C4,등록취소,CH000000223,P1,상,Medium,2018-04-27,D102,,,D19
C4,완료,CH000000224,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D19
C4,완료,CH000000225,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D19
C4,등록취소,CH000000226,P1,상,Medium,2018-04-27,D102,,,D19
C4,등록취소,CH000000227,P1,상,Medium,2018-04-27,D102,,,D89
C4,등록취소,CH000000228,P1,상,Medium,2018-04-27,D102,,,D19
C4,완료,CH000000229,P1,상,Medium,2018-04-27,D102,2018-05-04,2018-04-28,D19
C4,완료,CH000000230,P1,상,Medium,2018-04-27,D102,2018-04-29,2018-04-29,D24
C4,등록취소,CH000000231,P1,상,Medium,2018-04-27,D102,,,D19
C4,완료,CH000000232,P1,상,Medium,2018-04-27,D102,2018-04-29,2018-04-29,D24
C4,등록취소,CH000000233,P1,상,Medium,2018-04-27,D102,,,D19
C4,완료,CH000000234,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D91
C4,등록취소,CH000000235,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D41
C4,등록취소,CH000000236,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D19
C4,등록취소,CH000000237,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D19
C4,등록취소,CH000000238,P1,상,Medium,2018-04-27,D102,,,D19
C4,완료,CH000000239,P1,상,Medium,2018-04-27,D102,2018-04-30,2018-04-29,D41
C4,등록취소,CH000000240,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D41
C4,등록취소,CH000000241,P1,상,Medium,2018-04-27,D102,,,D19
C4,완료,CH000000242,P1,상,Medium,2018-04-27,D102,2018-04-30,2018-04-28,D19
C4,등록취소,CH000000243,P1,상,Medium,2018-04-27,D102,,,D19
C4,등록취소,CH000000244,P1,상,Medium,2018-04-27,D102,,,D19
C4,등록취소,CH000000245,P1,상,Medium,2018-04-27,D102,,,D19
C4,등록취소,CH000000246,P1,상,Medium,2018-04-27,D102,,,D19
C4,등록취소,CH000000247,P1,상,Medium,2018-04-27,D102,,,D89
C4,완료,CH000000248,P1,상,Medium,2018-04-27,D102,2018-04-27,2018-04-27,D91
C4,완료,CH000000249,P1,상,Medium,2018-04-27,D102,2018-05-07,2018-04-28,D91
C4,등록취소,CH000000250,P1,상,Medium,2018-04-27,D102,,,D23
C4,완료,CH000000251,P1,상,Medium,2018-04-27,D102,2018-04-27,2018-04-27,D21
C4,완료,CH000000252,P1,상,Medium,2018-04-27,D102,2018-04-29,2018-04-29,D24
C4,등록취소,CH000000253,P1,상,Medium,2018-04-27,D102,,,D23
C4,등록취소,CH000000254,P1,상,Medium,2018-04-27,D102,,,D89
C4,등록취소,CH000000255,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D23
C4,완료,CH000000256,P1,상,Medium,2018-04-27,D102,2018-05-07,2018-05-03,D91
C4,완료,CH000000257,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D89
C4,등록취소,CH000000258,P1,상,Medium,2018-04-27,D102,2018-04-27,2018-04-28,D41
C4,등록취소,CH000000259,P1,상,Medium,2018-04-27,D102,,,D40
C4,반려,CH000000260,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D19
C4,완료,CH000000261,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D91
C4,등록취소,CH000000262,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D89
C4,등록취소,CH000000263,P1,상,Medium,2018-04-27,D102,2018-04-27,2018-04-27,D91
C4,완료,CH000000264,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D41
C4,등록취소,CH000000265,P1,상,Medium,2018-04-27,D102,,,D21
C4,등록취소,CH000000266,P1,상,Medium,2018-04-27,D102,2018-04-27,2018-04-27,D91
C4,등록취소,CH000000267,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D41
C4,완료,CH000000268,P1,상,Medium,2018-04-27,D102,2018-05-06,2018-04-29,D19
C4,완료,CH000000269,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D89
C4,등록취소,CH000000270,P1,상,Medium,2018-04-27,D102,,,D23
C4,등록취소,CH000000271,P1,상,Medium,2018-04-27,D102,,,D21
C4,등록취소,CH000000272,P1,상,Medium,2018-04-27,D102,,,D21
C4,완료,CH000000273,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D91
C4,완료,CH000000274,P1,상,Medium,2018-04-27,D102,2018-05-07,2018-04-30,D91
C4,완료,CH000000275,P1,상,Medium,2018-04-27,D102,2018-04-27,2018-04-27,D91
C4,등록취소,CH000000276,P1,상,Medium,2018-04-27,D102,,,D19
C4,등록취소,CH000000277,P1,상,Medium,2018-04-27,D102,,,D19
C4,등록취소,CH000000278,P1,상,Medium,2018-04-27,D102,2018-05-06,2018-04-28,D91
C4,완료,CH000000279,P1,상,Medium,2018-04-27,D102,2018-05-03,2018-04-28,D19
C4,완료,CH000000280,P1,상,Medium,2018-04-27,D102,2018-04-29,2018-04-29,D23
C4,등록취소,CH000000281,P1,상,Medium,2018-04-27,D102,,,D19
C4,등록취소,CH000000282,P1,상,Medium,2018-04-27,D102,,,D41
C4,완료,CH000000283,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D41
C4,등록취소,CH000000284,P1,상,Medium,2018-04-27,D102,2018-04-29,2018-04-29,D23
C4,완료,CH000000285,P1,상,Medium,2018-04-27,D102,2018-04-27,2018-04-27,D23
C4,완료,CH000000286,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D41
C4,완료,CH000000287,P1,상,Medium,2018-04-27,D102,2018-04-27,2018-04-27,D23
C4,완료,CH000000288,P1,상,Medium,2018-04-27,D102,2018-04-27,2018-04-28,D24
C4,완료,CH000000289,P1,상,Medium,2018-04-27,D102,2018-04-27,2018-04-27,D23
C4,등록취소,CH000000290,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D41
C4,등록취소,CH000000291,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D41
C4,완료,CH000000292,P1,상,Medium,2018-04-27,D102,2018-04-27,2018-04-27,D23
C4,완료,CH000000293,P1,상,Medium,2018-04-27,D102,2018-04-30,2018-04-28,D19
C4,등록취소,CH000000294,P1,상,Medium,2018-04-27,D102,2018-04-30,2018-04-30,D40
C4,완료,CH000000295,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D40
C4,완료,CH000000296,P1,상,Medium,2018-04-27,D102,2018-04-27,2018-04-28,D89
C4,완료,CH000000297,P1,상,Medium,2018-04-27,D102,2018-05-07,2018-04-28,D91
C4,등록취소,CH000000298,P1,상,Medium,2018-04-27,D102,2018-04-29,2018-04-29,D24
C4,완료,CH000000299,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D41
C4,등록취소,CH000000300,P1,상,Medium,2018-04-27,D102,,,D19
C4,완료,CH000000301,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D91
C4,완료,CH000000302,P1,상,Medium,2018-04-27,D102,2018-04-27,2018-04-27,D23
C4,완료,CH000000303,P1,상,Medium,2018-04-27,D102,2018-04-27,2018-04-27,D23
C4,반려,CH000000304,P1,상,Medium,2018-04-27,D102,2018-04-30,2018-04-28,D19
C4,등록취소,CH000000305,P1,상,Medium,2018-04-27,D102,,,D19
C4,완료,CH000000306,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D40
C4,등록취소,CH000000307,P1,상,Medium,2018-04-27,D102,,,D19
C4,등록취소,CH000000308,P1,상,Medium,2018-04-27,D102,,,D19
C4,완료,CH000000309,P1,상,Medium,2018-04-27,D102,2018-05-07,2018-04-28,D19
C4,완료,CH000000310,P1,상,Medium,2018-04-27,D102,2018-04-29,2018-04-29,D91
C4,완료,CH000000311,P1,상,Medium,2018-04-27,D102,2018-04-28,2018-04-28,D19
C4,반려,CH000000312,P1,상,Medium,2018-04-27,D102,2018-04-30,2018-04-28,D19
