등록구분,진행상태,ECN No.,프로젝트,긴급도,중요도,등록일,요청 파트(부서),완료예정일,조치완료일,대책파트/협력사
C3,완료,CH000021558,P3,상,Low,2017-08-03,D23,2017-08-07,2017-08-07,D21
C3,완료,CH000021559,P3,상,Low,2017-08-03,D23,2017-08-04,2017-08-04,D22
C3,완료,CH000021560,P3,상,Low,2017-08-03,D23,2017-08-03,2017-08-04,D22
C3,완료,CH000021561,P3,상,Low,2017-08-03,D23,2017-08-04,2017-08-04,D22
C3,완료,CH000021562,P3,상,Low,2017-08-03,D23,2017-08-17,2017-08-17,D21
C3,완료,CH000021563,P3,상,Low,2017-08-03,D23,2017-08-07,2017-08-07,D21
C3,완료,CH000021564,P3,상,Low,2017-08-03,D23,2017-08-04,2017-08-04,D22
C3,완료,CH000021565,P3,상,Low,2017-08-03,D23,2017-08-04,2017-08-04,D22
C3,완료,CH000021566,P3,상,Low,2017-08-03,D23,2017-08-04,2017-08-04,D22
C3,완료,CH000021567,P3,상,Low,2017-08-03,D23,2017-08-04,2017-08-04,D22
C3,완료,CH000021568,P3,상,Low,2017-08-03,D23,2017-08-04,2017-08-04,D22
C3,완료,CH000021569,P3,상,Low,2017-08-03,D23,2017-08-04,2017-08-04,D22
C3,완료,CH000021570,P3,상,Low,2017-08-03,D23,2017-08-06,2017-08-07,D40
C3,완료,CH000021571,P3,상,Low,2017-08-03,D23,2017-08-04,2017-08-04,D40
C3,완료,CH000021572,P3,상,Low,2017-08-03,D23,2017-08-04,2017-08-04,D22
C3,완료,CH000021573,P3,상,Low,2017-08-03,D23,2017-08-04,2017-08-04,D22
C3,완료,CH000021574,P3,상,Low,2017-08-03,D23,2017-08-04,2017-08-04,D40
C3,완료,CH000021575,P3,상,Low,2017-08-03,D23,2017-08-06,2017-08-07,D40
C3,완료,CH000021576,P3,상,Low,2017-08-03,D23,2017-08-04,2017-08-04,D22
C3,완료,CH000021577,P3,상,Low,2017-08-03,D23,2017-08-04,2017-08-04,D22
C3,완료,CH000021578,P3,상,Low,2017-08-03,D35,2017-08-04,2017-08-04,D53
C3,완료,CH000021579,P3,상,Low,2017-08-03,D35,2017-08-03,2017-08-04,D88
C3,완료,CH000021580,P3,상,Low,2017-08-03,D35,2017-08-04,2017-08-04,D88
C3,완료,CH000021581,P3,상,Low,2017-08-03,D35,2017-08-03,2017-08-04,D88
C3,완료,CH000021582,P3,상,Low,2017-08-03,D35,2017-08-04,2017-08-05,D20
C3,완료,CH000021583,P3,상,Low,2017-08-03,D35,,2017-08-03,D22
C3,완료,CH000021584,P3,상,Low,2017-08-03,D35,2017-08-04,2017-08-04,D22
C3,완료,CH000021585,P3,상,Low,2017-08-03,D35,2017-08-24,2017-08-24,D22
C3,완료,CH000021586,P3,상,Low,2017-08-03,D35,2017-08-03,2017-08-03,D88
C3,완료,CH000021587,P3,상,Low,2017-08-03,D35,2017-08-04,2017-08-04,D88
C3,완료,CH000021588,P3,상,Low,2017-08-03,D35,2017-09-09,2017-09-09,D16
C3,완료,CH000021589,P3,상,Low,2017-08-03,D35,2017-08-24,2017-08-25,D16
C3,완료,CH000021590,P3,상,Low,2017-08-03,D35,2017-08-04,2017-08-05,D16
C3,완료,CH000021591,P3,상,Low,2017-08-03,D35,2017-12-03,2017-12-03,D16
C3,완료,CH000021592,P3,상,Low,2017-08-03,D35,2017-08-03,2017-08-03,D16
C3,완료,CH000021593,P3,상,Low,2017-08-03,D35,2017-10-20,2017-10-20,D16
C3,완료,CH000021594,P3,상,Low,2017-08-03,D35,2017-08-07,2017-08-07,D16
C3,완료,CH000021595,P3,상,Low,2017-08-03,D35,2017-08-07,2017-08-07,D15
C3,완료,CH000021596,P3,상,Low,2017-08-03,D35,2017-08-06,2017-08-07,D17
C3,완료,CH000021597,P3,상,Low,2017-08-03,D35,2017-08-05,2017-08-05,D17
C3,완료,CH000021598,P3,상,Low,2017-08-03,D35,2017-08-06,2017-08-03,D17
C3,완료,CH000021599,P3,상,Low,2017-08-03,D35,2017-11-24,2017-11-25,D17
C3,완료,CH000021600,P3,상,Low,2017-08-03,D35,2017-08-13,2017-08-05,D17
C3,완료,CH000021601,P3,상,Low,2017-08-03,D35,2017-08-06,2017-08-06,D17
C3,완료,CH000021602,P3,상,Low,2017-08-03,D35,2017-11-02,2017-08-07,D17
C3,완료,CH000021603,P3,상,Low,2017-08-03,D35,2017-08-04,2017-08-05,D17
C3,완료,CH000021604,P3,상,Low,2017-08-03,D35,2017-08-04,2017-08-04,D17
C3,완료,CH000021605,P3,상,Low,2017-08-03,D35,2017-11-06,2017-11-09,D17
C3,완료,CH000021606,P3,상,Low,2017-08-03,D35,2017-08-06,2017-08-07,D20
C3,완료,CH000021607,P3,상,Low,2017-08-03,D35,2017-08-03,2017-08-04,D22
C3,완료,CH000021608,P3,상,Low,2017-08-03,D35,2017-09-09,2017-09-09,D16
C3,완료,CH000021609,P3,상,Low,2017-08-03,D35,2017-08-24,2017-08-25,D16
C3,완료,CH000021610,P3,상,Low,2017-08-03,D35,2017-08-04,2017-08-05,D16
C3,완료,CH000021611,P3,상,Low,2017-08-03,D35,2017-09-13,2017-09-14,D16
C3,완료,CH000021612,P3,상,Low,2017-08-03,D35,2017-08-03,2017-08-03,D16
C3,완료,CH000021613,P3,상,Low,2017-08-03,D35,2017-08-07,2017-08-07,D16
C3,완료,CH000021614,P3,상,Low,2017-08-03,D16,2017-08-07,2017-08-07,D15
C3,완료,CH000021615,P3,상,Low,2017-08-03,D16,2017-09-09,2017-09-09,D16
C8,완료,CH000021616,P3,상,Low,2017-08-03,D23,2017-08-11,2017-08-10,D42
C8,완료,CH000021617,P3,상,Low,2017-08-03,D23,2017-08-04,2017-08-04,D24
C8,완료,CH000021618,P3,하,Low,2017-08-03,D23,2017-08-11,2017-08-10,D42
C8,완료,CH000021619,P3,상,Low,2017-08-03,D15,2017-09-09,2017-09-09,D16
C8,완료,CH000021620,P3,상,Low,2017-08-03,D15,2017-08-12,2017-08-12,D16
C8,완료,CH000021621,P3,상,Low,2017-08-03,D15,2017-08-03,2017-08-03,D16
C8,완료,CH000021622,P3,상,Medium,2017-08-03,D21,2017-08-04,2017-08-04,D22
C8,완료,CH000021623,P3,상,High,2017-08-03,D21,2017-08-04,2017-08-04,D22
C3,완료,CH000021624,P3,상,Low,2017-07-31,D35,2017-08-10,2017-08-10,D22
C3,완료,CH000021625,P3,상,Low,2017-07-31,D35,2017-08-04,2017-08-04,D22
C3,완료,CH000021626,P3,상,Low,2017-07-31,D16,2017-08-04,2017-08-04,D22
C3,완료,CH000021627,P3,상,Low,2017-07-31,D16,2017-08-10,2017-08-10,D22
C3,완료,CH000021628,P3,상,Low,2017-07-31,D16,2017-08-07,2017-08-05,D16
C3,완료,CH000021629,P3,상,Low,2017-07-31,D16,2017-08-05,2017-08-04,D88
C3,완료,CH000021630,P3,상,Low,2017-07-31,D16,2017-08-13,2017-08-03,D88
C3,완료,CH000021631,P3,상,Low,2017-07-31,D16,2017-07-31,2017-08-03,D22
C3,완료,CH000021632,P3,상,Low,2017-07-31,D16,2017-08-01,2017-08-02,D53
C3,완료,CH000021633,P3,상,Low,2017-07-31,D16,2017-08-01,2017-08-02,D88
C3,완료,CH000021634,P3,상,Low,2017-07-31,D16,2017-08-04,2017-08-04,D22
C2,완료,CH000021636,P3,상,Medium,2017-07-31,D3,2017-07-31,2017-07-31,D3
C2,완료,CH000021637,P3,상,Medium,2017-07-31,D35,2017-07-31,2017-07-31,D35
C2,완료,CH000021638,P3,상,Medium,2017-07-31,D35,2017-07-31,2017-07-31,D35
C2,완료,CH000021639,P3,상,Medium,2017-07-31,D16,2017-07-31,2017-07-31,D16
C8,완료,CH000021640,P3,상,Medium,2017-07-31,D21,2017-08-03,2017-08-03,D23
C8,완료,CH000021641,P3,상,Medium,2017-07-31,D21,2017-07-31,2017-08-03,D22
C8,완료,CH000021642,P3,상,High,2017-07-31,D21,2017-07-31,2017-08-03,D22
C8,완료,CH000021643,P3,상,High,2017-07-31,D21,2017-11-02,2017-11-02,D42
C3,완료,CH000021644,P3,상,Low,2017-07-30,D23,2017-07-30,2017-07-31,D40
C3,완료,CH000021645,P3,상,Low,2017-07-30,D23,2017-08-04,2017-08-04,D40
C3,완료,CH000021646,P3,상,Low,2017-07-30,D23,2017-08-03,2017-08-03,D23
C3,완료,CH000021647,P3,상,Low,2017-07-30,D23,2017-08-14,2017-08-14,D21
C3,완료,CH000021648,P3,상,Low,2017-07-30,D23,2017-08-17,2017-08-17,D21
C3,완료,CH000021649,P3,상,Low,2017-07-30,D23,2017-08-06,2017-08-06,D21
C3,완료,CH000021650,P3,상,Low,2017-07-30,D23,2017-08-03,2017-08-03,D23
C3,완료,CH000021651,P3,상,Low,2017-07-30,D23,2017-08-07,2017-08-07,D21
C3,완료,CH000021652,P3,상,Low,2017-07-30,D23,2017-08-17,2017-08-17,D21
C3,완료,CH000021653,P3,상,Low,2017-07-30,D23,2017-08-07,2017-08-07,D21
C3,완료,CH000021654,P3,상,Low,2017-07-30,D30,2017-07-31,2017-08-03,D15
C2,완료,CH000021655,P3,상,Medium,2017-07-30,D16,2017-07-30,2017-07-30,D16
C2,완료,CH000021656,P3,상,Medium,2017-07-30,D3,2017-07-30,2017-07-30,D3
C8,완료,CH000021657,P3,상,Medium,2017-07-30,D71,2017-08-07,2017-08-11,D42
C3,완료,CH000021658,P3,상,Low,2017-07-29,D23,2017-07-31,2017-07-31,D22
C3,완료,CH000021659,P3,상,Low,2017-07-29,D23,2019-06-01,2019-06-07,D21
C3,완료,CH000021660,P3,상,Low,2017-07-29,D23,2017-07-31,2017-07-31,D22
C3,완료,CH000021661,P3,상,Low,2017-07-29,D23,2017-07-31,2017-07-31,D22
C3,완료,CH000021662,P3,상,Low,2017-07-29,D23,2017-07-31,2017-07-31,D22
C3,완료,CH000021663,P3,상,Low,2017-07-29,D23,2017-07-31,2017-07-31,D22
C3,완료,CH000021664,P3,상,Low,2017-07-29,D23,2017-07-31,2017-07-31,D22
C3,완료,CH000021665,P3,상,Low,2017-07-29,D106,2017-07-31,2017-07-31,D22
C3,완료,CH000021666,P3,상,Low,2017-07-29,D106,2017-07-29,2017-07-30,D88
C3,완료,CH000021667,P3,상,Low,2017-07-29,D106,2017-07-30,2017-07-30,D88
C3,완료,CH000021668,P3,상,Low,2017-07-29,D106,2017-09-09,2017-09-09,D16
C3,완료,CH000021669,P3,상,Low,2017-07-29,D106,2017-12-09,2017-12-09,D16
C3,완료,CH000021670,P3,상,Low,2017-07-29,D106,2017-08-03,2017-08-04,D16
C3,완료,CH000021671,P3,상,Low,2017-07-29,D106,2017-09-11,2017-09-14,D16
C3,완료,CH000021672,P3,상,Low,2017-07-29,D106,2017-07-30,2017-07-31,D16
C3,완료,CH000021673,P3,상,Low,2017-07-29,D106,2017-09-25,2017-09-24,D16
C3,완료,CH000021674,P3,상,Low,2017-07-29,D106,2017-08-07,2017-08-07,D16
C3,반려,CH000021675,P3,상,Low,2017-07-29,D36,2017-07-30,2017-07-31,D16
C3,완료,CH000021676,P3,상,Low,2017-07-29,D18,2017-08-24,2017-08-25,D16
C2,완료,CH000021677,P3,상,Medium,2017-07-29,D55,2017-07-29,2017-07-29,D55
C3,완료,CH000021678,P3,상,Low,2017-07-28,D23,2017-07-31,2017-07-31,D22
C3,완료,CH000021679,P3,상,Low,2017-07-28,D23,2017-07-31,2017-07-31,D22
C3,완료,CH000021680,P3,상,Low,2017-07-28,D23,2017-07-31,2017-07-31,D22
C3,완료,CH000021681,P3,상,Low,2017-07-28,D23,2017-07-31,2017-07-31,D22
C3,완료,CH000021682,P3,상,Low,2017-07-28,D23,2017-07-31,2017-07-31,D22
C3,완료,CH000021683,P3,상,Low,2017-07-28,D106,2017-07-31,2017-07-31,D22
C3,완료,CH000021684,P3,상,Low,2017-07-28,D106,2017-07-31,2017-07-31,D17
C3,완료,CH000021685,P3,상,Low,2017-07-28,D70,2017-07-29,2017-07-29,D53
C3,완료,CH000021686,P3,상,Low,2017-07-28,D70,2017-07-28,2017-07-29,D88
C3,완료,CH000021687,P3,상,Low,2017-07-28,D70,2017-07-29,2017-07-29,D88
C3,완료,CH000021688,P3,상,Low,2017-07-28,D70,2017-07-29,2017-07-29,D88
C3,완료,CH000021689,P3,상,Low,2017-07-28,D71,2017-07-28,2017-07-28,D88
C3,완료,CH000021690,P3,상,Low,2017-07-28,D71,2017-07-28,2017-07-28,D88
C3,완료,CH000021691,P3,상,Low,2017-07-28,D71,2017-07-29,2017-07-29,D88
C3,완료,CH000021692,P3,상,Low,2017-07-28,D71,2017-07-28,2017-07-28,D88
C3,완료,CH000021693,P3,상,Low,2017-07-28,D71,2017-07-28,2017-07-28,D88
C3,완료,CH000021694,P3,상,Low,2017-07-28,D71,2017-07-29,2017-07-29,D88
C3,완료,CH000021695,P3,상,Low,2017-07-28,D70,2017-07-28,2017-07-28,D88
C3,완료,CH000021696,P3,상,Low,2017-07-28,D70,2017-07-28,2017-07-28,D88
C3,완료,CH000021697,P3,상,Low,2017-07-28,D70,2017-07-29,2017-07-29,D88
C3,완료,CH000021698,P3,상,Low,2017-07-28,D36,2017-07-31,2017-07-31,D22
C3,완료,CH000021699,P3,상,Low,2017-07-28,D30,2017-07-28,2017-07-28,D88
C3,완료,CH000021700,P3,상,Low,2017-07-28,D30,2017-07-28,2017-07-28,D88
C3,완료,CH000021701,P3,상,Low,2017-07-28,D30,2017-07-31,2017-07-31,D88
C2,완료,CH000021702,P3,상,Medium,2017-07-28,D3,2017-07-28,2017-07-28,D3
C2,완료,CH000021703,P3,상,Medium,2017-07-28,D106,2017-07-28,2017-07-28,D106
C2,완료,CH000021704,P3,상,Medium,2017-07-28,D106,2017-07-28,2017-07-28,D106
C2,완료,CH000021705,P3,상,Medium,2017-07-28,D106,2017-07-28,2017-07-28,D106
C2,완료,CH000021706,P3,상,Medium,2017-07-28,D106,2017-07-28,2017-07-28,D106
C2,완료,CH000021707,P3,상,Medium,2017-07-28,D75,2017-07-28,2017-07-28,D75
C8,완료,CH000021708,P3,상,Medium,2017-07-28,D22,2017-08-24,2017-08-25,D16
C8,완료,CH000021709,P3,상,Low,2017-07-28,D53,2017-08-05,2017-08-05,D16
C8,완료,CH000021710,P3,상,Low,2017-07-28,D53,2017-08-24,2017-08-25,D16
C8,완료,CH000021711,P3,중,Medium,2017-07-28,D53,2017-07-28,2017-07-28,D16
C3,완료,CH000021712,P3,상,Low,2017-07-27,D23,2017-08-03,2017-08-07,D21
C3,완료,CH000021713,P3,상,Low,2017-07-27,D23,2017-08-03,2017-08-03,D21
C3,완료,CH000021714,P3,상,Low,2017-07-27,D23,2017-07-28,2017-07-29,D22
C3,완료,CH000021715,P3,상,Low,2017-07-27,D23,2017-07-31,2017-07-31,D22
C3,완료,CH000021716,P3,상,Low,2017-07-27,D23,2017-08-07,2017-08-07,D21
C3,완료,CH000021717,P3,상,Low,2017-07-27,D23,2017-08-14,2017-08-14,D21
C3,완료,CH000021718,P3,상,Low,2017-07-27,D23,2017-07-28,2017-07-29,D22
C3,완료,CH000021719,P3,상,Low,2017-07-27,D30,2017-08-03,2017-08-03,D21
C3,완료,CH000021720,P3,상,Low,2017-07-27,D30,2017-07-28,2017-07-29,D22
C3,완료,CH000021721,P3,상,Low,2017-07-27,D30,2017-07-29,2017-07-30,D40
C3,완료,CH000021722,P3,상,Low,2017-07-27,D30,2017-08-04,2017-08-04,D40
C3,완료,CH000021723,P3,상,Low,2017-07-27,D30,2017-07-29,2017-07-29,D88
C3,완료,CH000021724,P3,상,Low,2017-07-27,D30,2017-07-28,2017-07-29,D88
C3,완료,CH000021725,P3,상,Low,2017-07-27,D30,2017-10-27,2017-10-28,D21
C3,완료,CH000021726,P3,상,Low,2017-07-27,D30,2017-07-31,2017-07-31,D22
C3,완료,CH000021727,P3,상,Low,2017-07-27,D30,2017-07-27,2017-07-28,D17
C3,완료,CH000021728,P3,상,Low,2017-07-27,D16,2017-07-31,2017-07-31,D22
C3,완료,CH000021729,P3,상,Low,2017-07-27,D16,2017-07-28,2017-07-29,D22
C3,완료,CH000021730,P3,상,Low,2017-07-27,D16,2017-07-31,2017-07-28,D16
C3,완료,CH000021731,P3,상,Low,2017-07-27,D18,2017-07-28,2017-07-29,D22
C3,완료,CH000021732,P3,상,Low,2017-07-27,D23,2017-07-28,2017-07-29,D22
C3,완료,CH000021733,P3,상,Low,2017-07-27,D23,2017-07-28,2017-07-29,D22
C3,완료,CH000021734,P3,상,Low,2017-07-27,D23,2017-07-28,2017-07-29,D22
C2,완료,CH000021735,P3,상,Medium,2017-07-27,D71,2017-07-27,2017-07-27,D71
C2,완료,CH000021736,P3,상,Medium,2017-07-27,D55,2017-07-27,2017-07-27,D55
C2,완료,CH000021737,P3,상,Medium,2017-07-27,D30,2017-07-27,2017-07-27,D30
C8,완료,CH000021738,P3,상,Medium,2017-07-27,D22,2017-07-31,2017-07-31,D16
C3,완료,CH000021740,P3,상,Low,2017-07-24,D16,2017-07-31,2017-07-31,D22
C3,완료,CH000021741,P3,상,Low,2017-07-24,D18,2017-07-31,2017-07-31,D22
C3,완료,CH000021742,P3,상,Low,2017-07-24,D18,2017-07-30,2017-07-28,D17
C3,완료,CH000021743,P3,상,Low,2017-07-24,D18,2017-07-27,2017-07-27,D17
C3,완료,CH000021744,P3,상,Low,2017-07-24,D42,2017-07-28,2017-07-24,D16
C3,완료,CH000021745,P3,상,Low,2017-07-24,D71,2017-07-24,2017-07-25,D88
C3,완료,CH000021746,P3,상,Low,2017-07-24,D23,2017-08-07,2017-08-07,D15
C3,완료,CH000021747,P3,상,Low,2017-07-24,D23,2017-07-30,2017-07-28,D17
C3,완료,CH000021748,P3,상,Low,2017-07-24,D23,2017-07-27,2017-07-27,D17
C3,완료,CH000021749,P3,상,Low,2017-07-24,D23,2017-08-07,2017-08-07,D16
C3,완료,CH000021750,P3,상,Low,2017-07-24,D23,2017-07-24,2017-07-25,D88
C3,완료,CH000021751,P3,상,Low,2017-07-24,D16,2017-07-31,2017-08-03,D15
C3,완료,CH000021752,P3,상,Low,2017-07-24,D42,2017-08-07,2017-08-07,D16
C8,완료,CH000021753,P3,상,Medium,2017-07-24,D88,2017-07-28,2017-07-24,D16
C3,완료,CH000021755,P3,상,Low,2017-07-23,D23,2017-08-03,2017-08-03,D21
C3,완료,CH000021756,P3,상,Low,2017-07-23,D23,2017-08-03,2017-08-03,D21
C3,완료,CH000021757,P3,상,Low,2017-07-23,D23,2017-07-24,2017-07-24,D22
C3,완료,CH000021758,P3,상,Low,2017-07-23,D23,2017-08-03,2017-08-03,D21
C3,완료,CH000021759,P3,상,Low,2017-07-23,D23,2017-08-01,2017-08-03,D21
C3,완료,CH000021760,P3,상,Low,2017-07-23,D23,2017-07-24,2017-07-24,D22
C3,완료,CH000021761,P3,상,Low,2017-07-23,D23,2017-08-17,2017-08-17,D21
C3,완료,CH000021762,P3,상,Low,2017-07-23,D23,2017-08-14,2017-08-14,D21
C3,완료,CH000021763,P3,상,Low,2017-07-23,D23,2017-07-24,2017-07-24,D22
C3,완료,CH000021764,P3,상,Low,2017-07-23,D16,2017-07-24,2017-07-24,D22
C3,완료,CH000021765,P3,상,Low,2017-07-23,D16,2017-07-28,2017-07-28,D53
C3,완료,CH000021766,P3,상,Low,2017-07-23,D42,2017-07-24,2017-07-24,D22
C3,완료,CH000021767,P3,상,Low,2017-07-23,D35,2017-08-07,2017-08-07,D16
C2,완료,CH000021768,P3,상,Medium,2017-07-23,D108,2017-07-23,2017-07-23,D108
C2,완료,CH000021769,P3,상,Medium,2017-07-23,D75,2017-07-23,2017-07-23,D75
C2,완료,CH000021770,P3,상,Medium,2017-07-23,D75,2017-07-23,2017-07-23,D75
C2,완료,CH000021771,P3,상,Medium,2017-07-23,D75,2017-07-23,2017-07-23,D75
C2,완료,CH000021772,P3,상,Medium,2017-07-23,D75,2017-07-23,2017-07-23,D75
C8,완료,CH000021773,P3,상,Medium,2017-07-23,D42,2017-07-24,2017-07-24,D16
C8,완료,CH000021774,P3,상,Medium,2017-07-23,D16,2017-07-27,2017-07-28,D15
C8,완료,CH000021775,P3,상,Medium,2017-07-23,D22,2017-07-27,2017-07-28,D16
C8,완료,CH000021776,P3,하,Low,2017-07-23,D24,2017-07-27,2017-07-24,D16
C3,완료,CH000021777,P3,상,Low,2017-07-22,D16,2017-07-24,2017-07-31,D22
C2,완료,CH000021778,P3,상,Medium,2017-07-22,D16,2017-07-22,2017-07-22,D16
C2,완료,CH000021779,P3,상,Medium,2017-07-22,D3,2017-07-22,2017-07-22,D3
C2,완료,CH000021780,P3,상,Medium,2017-07-22,D75,2017-07-22,2017-07-22,D75
C3,완료,CH000021781,P3,상,Low,2017-07-21,D16,2017-07-24,2017-07-24,D15
C3,완료,CH000021782,P3,상,Low,2017-07-21,D16,2017-07-22,2017-07-22,D88
C3,완료,CH000021783,P3,상,Low,2017-07-21,D16,2017-07-27,2017-07-27,D53
C3,완료,CH000021784,P3,상,Low,2017-07-21,D16,2017-07-22,2017-07-23,D88
C3,완료,CH000021785,P3,상,Low,2017-07-21,D16,2017-07-24,2017-07-24,D22
C3,완료,CH000021786,P3,상,Low,2017-07-21,D16,2017-07-23,2017-07-28,D23
C3,완료,CH000021787,P3,상,Low,2017-07-21,D18,2017-08-24,2017-08-25,D16
C2,완료,CH000021788,P3,상,Medium,2017-07-21,D75,2017-07-21,2017-07-21,D75
C8,완료,CH000021789,P3,상,Low,2017-07-21,D16,2017-09-09,2017-09-09,D16
C8,완료,CH000021790,P3,상,Low,2017-07-21,D16,2017-08-18,2017-08-19,D16
C8,완료,CH000021791,P3,상,Low,2017-07-21,D16,2017-07-22,2017-07-23,D15
C3,완료,CH000021792,P3,상,Low,2017-07-20,D16,2017-07-24,2017-07-24,D22
C3,완료,CH000021793,P3,상,Low,2017-07-20,D16,2017-07-28,2017-07-28,D53
C3,완료,CH000021794,P3,상,Low,2017-07-20,D16,2017-07-22,2017-07-23,D88
C3,완료,CH000021795,P3,상,Low,2017-07-20,D42,2017-07-23,2017-07-23,D22
C3,완료,CH000021796,P3,상,Low,2017-07-20,D18,2017-07-24,2017-07-24,D22
C2,완료,CH000021797,P3,상,Medium,2017-07-20,D16,2017-07-20,2017-07-20,D16
C2,완료,CH000021798,P3,상,Medium,2017-07-20,D16,2017-07-20,2017-07-20,D16
C8,완료,CH000021799,P3,상,Low,2017-07-20,D16,2017-07-24,2017-07-25,D15
C8,완료,CH000021800,P3,상,Low,2017-07-17,D16,2017-07-27,2017-07-27,D15
C3,완료,CH000021801,P3,상,Low,2017-07-16,D18,2017-07-16,2017-07-17,D17
C3,완료,CH000021802,P3,상,Low,2017-07-16,D23,2017-07-31,2017-08-03,D21
C3,완료,CH000021803,P3,상,Low,2017-07-16,D23,2017-08-03,2017-08-03,D21
C3,완료,CH000021804,P3,상,Low,2017-07-16,D23,2017-08-03,2017-08-03,D21
C3,완료,CH000021805,P3,상,Low,2017-07-16,D23,2017-08-01,2017-08-03,D21
C8,완료,CH000021806,P3,하,Low,2017-07-16,D62,2017-09-11,2017-09-14,D16
C3,완료,CH000021807,P3,상,Low,2017-07-15,D16,2017-07-16,2017-07-16,D17
C3,완료,CH000021808,P3,상,Low,2017-07-15,D16,2017-07-15,2017-07-16,D17
C3,완료,CH000021809,P3,상,Low,2017-07-15,D16,2017-07-16,2017-07-16,D17
C3,완료,CH000021810,P3,상,Low,2017-07-15,D16,2017-07-30,2017-07-21,D17
C3,완료,CH000021811,P3,상,Low,2017-07-15,D16,2017-07-20,2017-07-20,D17
C3,완료,CH000021812,P3,상,Low,2017-07-15,D16,2017-07-20,2017-07-20,D17
C3,완료,CH000021813,P3,상,Low,2017-07-15,D16,2017-07-20,2017-07-20,D22
C3,완료,CH000021814,P3,상,Low,2017-07-15,D23,2017-08-03,2017-08-03,D21
C3,완료,CH000021815,P3,상,Low,2017-07-15,D23,2017-07-31,2017-08-03,D21
C3,완료,CH000021816,P3,상,Low,2017-07-15,D23,2017-07-16,2017-07-16,D22
C3,완료,CH000021817,P3,상,Low,2017-07-15,D16,2017-07-22,2017-07-20,D16
C3,완료,CH000021818,P3,상,Low,2017-07-15,D16,2017-07-20,2017-07-20,D22
C3,완료,CH000021819,P3,상,Low,2017-07-15,D16,2017-07-24,2017-07-24,D15
C3,완료,CH000021820,P3,상,Low,2017-07-15,D16,2017-07-16,2017-07-16,D53
C3,완료,CH000021821,P3,상,Low,2017-07-15,D16,2017-07-16,2017-07-16,D88
C3,완료,CH000021822,P3,상,Low,2017-07-15,D35,2017-07-20,2017-07-20,D22
C3,완료,CH000021823,P3,상,Low,2017-07-15,D35,2017-07-16,2017-07-16,D22
C3,완료,CH000021824,P3,상,Low,2017-07-15,D16,2017-07-20,2017-07-20,D22
C3,완료,CH000021825,P3,상,Low,2017-07-15,D16,2017-07-15,2017-07-16,D22
C3,완료,CH000021826,P3,상,Low,2017-07-15,D16,2017-07-24,2017-07-24,D15
C3,완료,CH000021827,P3,상,Low,2017-07-15,D16,2017-07-15,2017-07-15,D88
C3,완료,CH000021828,P3,상,Low,2017-07-13,D16,2017-07-22,2017-07-20,D16
C3,완료,CH000021829,P3,상,Low,2017-07-13,D16,2017-07-22,2017-07-20,D16
C3,완료,CH000021830,P3,상,Low,2017-07-11,D70,2017-07-15,2017-07-15,D88
C3,완료,CH000021831,P3,상,Low,2017-07-11,D70,2017-07-13,2017-07-13,D88
C3,완료,CH000021832,P3,상,Low,2017-07-11,D70,2017-07-13,2017-07-13,D88
C3,완료,CH000021833,P3,상,Low,2017-07-10,D16,2017-07-20,2017-07-20,D22
C3,완료,CH000021834,P3,상,Low,2017-07-10,D16,2017-07-13,2017-07-13,D16
C3,완료,CH000021835,P3,상,Low,2017-07-10,D16,2017-07-13,2017-07-13,D88
C3,완료,CH000021836,P3,상,Low,2017-07-10,D16,2017-07-20,2017-07-20,D15
C3,완료,CH000021837,P3,상,Low,2017-07-10,D30,2017-07-14,2017-07-15,D17
C3,완료,CH000021838,P3,상,Low,2017-07-10,D30,2017-07-15,2017-07-16,D17
C3,완료,CH000021839,P3,상,Low,2017-07-10,D30,2017-07-16,2017-07-16,D17
C3,완료,CH000021840,P3,상,Low,2017-07-10,D30,2017-07-23,2017-07-16,D17
C3,완료,CH000021841,P3,상,Low,2017-07-10,D30,2017-07-15,2017-07-16,D17
C3,완료,CH000021842,P3,상,Low,2017-07-10,D30,2017-07-10,2017-07-13,D17
C8,완료,CH000021843,P3,상,High,2017-07-10,D22,2017-07-15,2017-07-15,D16
C3,완료,CH000021844,P3,상,Low,2017-07-09,D70,2017-07-13,2017-07-10,D53
C3,완료,CH000021845,P3,상,Low,2017-07-09,D70,2017-07-09,2017-07-09,D88
C3,완료,CH000021846,P3,상,Low,2017-07-09,D70,2017-07-13,2017-07-10,D53
C3,완료,CH000021847,P3,상,Low,2017-07-09,D70,2017-07-09,2017-07-09,D88
C3,완료,CH000021848,P3,상,Low,2017-07-09,D70,2017-07-09,2017-07-10,D88
C3,완료,CH000021849,P3,상,Low,2017-07-09,D17,2017-07-16,2017-07-21,D23
C3,완료,CH000021850,P3,상,Low,2017-07-09,D35,2017-07-09,2017-07-09,D88
C3,완료,CH000021851,P3,상,Low,2017-07-09,D35,2017-07-10,2017-07-10,D88
C3,완료,CH000021852,P3,상,Low,2017-07-08,D70,2017-07-09,2017-07-13,D22
C3,완료,CH000021853,P3,상,Low,2017-07-08,D70,2017-07-09,2017-07-13,D22
C3,완료,CH000021854,P3,상,Low,2017-07-08,D42,2017-08-24,2017-08-25,D16
C3,완료,CH000021855,P3,상,Low,2017-07-08,D42,2017-07-08,2017-07-09,D16
