프로젝트,선종,선종.1,업체구분,검사길이,불량길이,검사방법,검사자ID,과,검사실적입력일,NDE업체,용도판정,사유코드,사유코드 설명,직반장사번,직반장성명,직반장 Vendor 코드,용접사사번,용접사성명,용접완료일,용접방법
P31,LNG,B,Vendor,600.0,해당없음,초음파,ID00000002,D1,2023-03-31,NC1,승인,해당없음,해당없음,A000002,고*선,V1,W000002,김*철,2023-02-11,FCAW
P31,LNG,B,Vendor,600.0,해당없음,초음파,ID00000002,D1,2023-03-31,NC1,승인,해당없음,해당없음,A000002,고*선,V1,W000002,김*철,2023-02-11,FCAW
P31,LNG,B,Vendor,600.0,해당없음,초음파,ID00000002,D1,2023-03-31,NC1,승인,해당없음,해당없음,A000002,고*선,V1,W000002,김*철,2023-02-11,FCAW
P31,LNG,B,Vendor,600.0,해당없음,초음파,ID00000002,D1,2023-03-31,NC1,승인,해당없음,해당없음,A000002,고*선,V1,W000002,김*철,2023-02-11,FCAW
P31,LNG,B,Vendor,600.0,해당없음,초음파,ID00000002,D1,2023-03-31,NC1,승인,해당없음,해당없음,A000002,고*선,V1,W000002,김*철,2023-02-11,FCAW
P31,LNG,B,SHI,600.0,해당없음,초음파,ID00000002,D1,2023-03-31,NC1,승인,해당없음,해당없음,A000001,강*우,직영,W000007,원*필,2023-02-10,FCAW
P31,LNG,B,SHI,600.0,해당없음,초음파,ID00000002,D1,2023-03-31,NC1,승인,해당없음,해당없음,A000001,강*우,직영,W000007,원*필,2023-02-10,FCAW
P31,LNG,B,SHI,600.0,해당없음,초음파,ID00000002,D1,2023-03-31,NC1,승인,해당없음,해당없음,A000001,강*우,직영,W000007,원*필,2023-02-10,FCAW
P31,LNG,B,SHI,600.0,해당없음,초음파,ID00000002,D1,2023-03-31,NC1,승인,해당없음,해당없음,A000001,강*우,직영,W000007,원*필,2023-02-10,FCAW
P31,LNG,B,SHI,600.0,해당없음,초음파,ID00000002,D1,2023-03-31,NC1,승인,해당없음,해당없음,A000001,강*우,직영,W000007,원*필,2023-02-10,FCAW
P05,COT,C,Vendor,800.0,해당없음,초음파,ID00000003,D9,2023-03-12,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W000012,김*빈,2023-02-07,FCAW
P05,COT,C,Vendor,800.0,해당없음,초음파,ID00000003,D9,2023-03-12,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W000012,김*빈,2023-02-07,FCAW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000004,신*득,V3,W000014,박*웅,2023-02-18,FCSA
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000004,신*득,V3,W000014,박*웅,2023-02-18,FCSA
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000004,신*득,V3,W000014,박*웅,2023-02-18,FCSA
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000004,신*득,V3,W000014,박*웅,2023-02-18,FCSA
P13,COT,C,Vendor,1200.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000004,신*득,V3,W000014,박*웅,2023-02-13,EGW
P13,COT,C,Vendor,10700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000004,신*득,V3,W000014,박*웅,2023-02-13,EGW
P13,COT,C,Vendor,1200.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000004,신*득,V3,W000014,박*웅,2023-02-13,EGW
P13,COT,C,Vendor,1200.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000004,신*득,V3,W000014,박*웅,2023-02-13,EGW
P13,COT,C,Vendor,1200.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000004,신*득,V3,W000014,박*웅,2023-02-13,EGW
P13,COT,C,Vendor,1200.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000004,신*득,V3,W000014,박*웅,2023-02-13,EGW
P13,COT,C,Vendor,12228.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000004,신*득,V3,W000014,박*웅,2023-02-13,EGW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000004,신*득,V3,W000014,박*웅,2023-02-13,FCSA
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000004,신*득,V3,W000014,박*웅,2023-02-13,FCSA
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000004,신*득,V3,W000014,박*웅,2023-02-13,FCSA
P13,COT,C,Vendor,1200.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000004,신*득,V3,W000014,박*웅,2023-02-13,FCSA
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000004,신*득,V3,W000014,박*웅,2023-02-13,FCSA
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000004,신*득,V3,W000014,박*웅,2023-02-13,FCSA
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000004,신*득,V3,W000014,박*웅,2023-02-13,FCSA
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000004,신*득,V3,W000014,박*웅,2023-02-13,FCSA
P13,COT,C,Vendor,1200.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000004,신*득,V3,W000014,박*웅,2023-02-13,FCSA
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000004,신*득,V3,W000014,박*웅,2023-02-13,FCSA
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000004,신*득,V3,W000014,박*웅,2023-02-13,FCSA
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000004,신*득,V3,W000014,박*웅,2023-02-13,FCSA
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000004,신*득,V3,W000014,박*웅,2023-02-13,FCSA
P13,COT,C,Vendor,1200.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000004,신*득,V3,W000014,박*웅,2023-02-18,FCSA
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000005,오*환,V4,W000039,장*호,2023-02-13,FCSA
P13,COT,C,Vendor,1200.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000005,오*환,V4,W000039,장*호,2023-02-13,FCSA
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000005,오*환,V4,W000039,장*호,2023-02-13,FCSA
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000005,오*환,V4,W000039,장*호,2023-02-13,FCSA
P13,COT,C,Vendor,1200.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000005,오*환,V4,W000039,장*호,2023-02-13,FCSA
P13,COT,C,Vendor,1200.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000005,오*환,V4,W000039,장*호,2023-02-13,FCSA
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000005,오*환,V4,W000039,장*호,2023-02-13,FCSA
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000005,오*환,V4,W000039,장*호,2023-02-13,FCSA
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000006,김*균,V3,W000047,임*모,2023-02-13,FCAW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000006,김*균,V3,W000047,임*모,2023-02-13,FCAW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000006,김*균,V3,W000047,임*모,2023-02-13,FCAW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000006,김*균,V3,W000047,임*모,2023-02-13,FCAW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000006,김*균,V3,W000047,임*모,2023-02-13,FCAW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000006,김*균,V3,W000047,임*모,2023-02-13,FCAW
P13,COT,C,Vendor,1200.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000006,김*균,V3,W000047,임*모,2023-02-13,FCAW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000006,김*균,V3,W000047,임*모,2023-02-13,FCAW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000006,김*균,V3,W000047,임*모,2023-02-13,FCAW
P13,COT,C,Vendor,1200.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000006,김*균,V3,W000047,임*모,2023-02-13,FCAW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000006,김*균,V3,W000047,임*모,2023-02-13,FCAW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000006,김*균,V3,W000047,임*모,2023-02-13,FCAW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000006,김*균,V3,W000047,임*모,2023-02-13,FCAW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000007,서*영,V4,W000060,오*환,2023-02-13,FCAW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000007,서*영,V4,W000060,오*환,2023-02-13,FCAW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000007,서*영,V4,W000060,오*환,2023-02-13,FCAW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000007,서*영,V4,W000063,안*용,2023-02-13,FCAW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000007,서*영,V4,W000063,안*용,2023-02-13,FCAW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000007,서*영,V4,W000063,안*용,2023-02-13,FCAW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000007,서*영,V4,W000063,안*용,2023-02-13,FCAW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000007,서*영,V4,W000063,안*용,2023-02-13,FCAW
P13,COT,C,Vendor,1200.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000007,서*영,V4,W000063,안*용,2023-02-13,FCAW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000007,서*영,V4,W000063,안*용,2023-02-13,FCAW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000007,서*영,V4,W000063,안*용,2023-02-13,FCAW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000007,서*영,V4,W000063,안*용,2023-02-13,FCAW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000007,서*영,V4,W000063,안*용,2023-02-13,FCAW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000007,서*영,V4,W000060,오*환,2023-02-13,FCAW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000007,서*영,V4,W000060,오*환,2023-02-13,FCAW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000007,서*영,V4,W000060,오*환,2023-02-13,FCAW
P13,COT,C,Vendor,1200.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000007,서*영,V4,W000060,오*환,2023-02-13,FCAW
P13,COT,C,Vendor,1200.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000007,서*영,V4,W000060,오*환,2023-02-13,FCAW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000007,서*영,V4,W000060,오*환,2023-02-13,FCAW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000007,서*영,V4,W000060,오*환,2023-02-13,FCAW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000007,서*영,V4,W000060,오*환,2023-02-13,FCAW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000007,서*영,V4,W000060,오*환,2023-02-13,FCAW
P13,COT,C,Vendor,700.0,해당없음,초음파,ID00000004,D32,2023-03-03,NC2,승인,해당없음,해당없음,A000007,서*영,V4,W000060,오*환,2023-02-13,FCAW
P05,COT,C,Vendor,800.0,해당없음,초음파,ID00000003,D9,2023-03-12,NC1,승인,해당없음,해당없음,A000008,김*엄,V5,W000083,이*훈,2023-02-14,FCAW
P25,LNG,B,Vendor,1450.0,해당없음,초음파,ID00000002,D1,2023-03-31,NC1,승인,해당없음,해당없음,A000002,고*선,V1,W000084,김*욱,2023-02-20,FCAW
P25,LNG,B,SHI,1450.0,해당없음,초음파,ID00000002,D1,2023-03-31,NC1,승인,해당없음,해당없음,A000001,강*우,직영,W000007,원*필,2023-02-20,FCAW
P25,LNG,B,SHI,1450.0,해당없음,초음파,ID00000002,D1,2023-03-31,NC1,승인,해당없음,해당없음,A000001,강*우,직영,W000007,원*필,2023-02-20,FCAW
P25,LNG,B,Vendor,1450.0,해당없음,초음파,ID00000002,D1,2023-03-31,NC1,승인,해당없음,해당없음,A000002,고*선,V1,W000084,김*욱,2023-02-20,FCAW
P07,CNT,A,Vendor,3200.0,해당없음,초음파,ID00000001,D8,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W000088,윤*호,2023-02-21,FCAW
P07,CNT,A,Vendor,3200.0,해당없음,초음파,ID00000001,D8,2023-03-04,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W000089,배*윤,2023-02-21,FCAW
P20,CNT,A,Vendor,600.0,해당없음,초음파,ID00000005,D49,2023-03-31,NC1,승인,해당없음,해당없음,A000009,김*찬,V6,W000090,김*형,2023-02-21,FCAW
P20,CNT,A,Vendor,600.0,해당없음,초음파,ID00000005,D49,2023-03-31,NC1,승인,해당없음,해당없음,A000009,김*찬,V6,W000090,김*형,2023-02-21,FCAW
P20,CNT,A,Vendor,600.0,해당없음,초음파,ID00000005,D49,2023-03-31,NC1,승인,해당없음,해당없음,A000009,김*찬,V6,W000090,김*형,2023-02-21,FCAW
P20,CNT,A,Vendor,600.0,해당없음,초음파,ID00000005,D49,2023-03-31,NC1,승인,해당없음,해당없음,A000009,김*찬,V6,W000090,김*형,2023-02-21,FCAW
P20,CNT,A,Vendor,600.0,해당없음,초음파,ID00000005,D49,2023-03-31,NC1,승인,해당없음,해당없음,A000009,김*찬,V6,W000090,김*형,2023-02-21,FCAW
P20,CNT,A,Vendor,600.0,해당없음,초음파,ID00000005,D49,2023-03-31,NC1,승인,해당없음,해당없음,A000009,김*찬,V6,W000090,김*형,2023-02-21,FCAW
P05,COT,C,SHI,500.0,해당없음,초음파,ID00000003,D9,2023-03-12,NC1,승인,해당없음,해당없음,A000010,서*철,직영,W000096,김*종,2023-02-19,FCAW
P05,COT,C,SHI,500.0,해당없음,초음파,ID00000003,D9,2023-03-12,NC1,승인,해당없음,해당없음,A000010,서*철,직영,W000096,김*종,2023-02-19,FCAW
P01,LNG,B,Vendor,800.0,해당없음,초음파,ID00000005,D47,2023-03-04,NC1,승인,해당없음,해당없음,A000011,문*성,V7,W000098,김*도,2023-02-27,FCAW
P01,LNG,B,Vendor,800.0,해당없음,초음파,ID00000005,D47,2023-03-04,NC1,승인,해당없음,해당없음,A000011,문*성,V7,W000098,김*도,2023-02-27,FCAW
P01,LNG,B,Vendor,800.0,해당없음,초음파,ID00000005,D47,2023-03-04,NC1,승인,해당없음,해당없음,A000011,문*성,V7,W000098,김*도,2023-02-27,FCAW
P01,LNG,B,Vendor,800.0,해당없음,초음파,ID00000005,D47,2023-03-04,NC1,승인,해당없음,해당없음,A000011,문*성,V7,W000098,김*도,2023-02-27,FCAW
P01,LNG,B,Vendor,800.0,해당없음,초음파,ID00000005,D47,2023-03-04,NC1,승인,해당없음,해당없음,A000011,문*성,V7,W000098,김*도,2023-02-27,FCAW
P05,COT,C,Vendor,1200.0,해당없음,초음파,ID00000006,D9,2023-03-03,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W000103,김*민,2023-02-27,FCAW
P05,COT,C,Vendor,880.0,해당없음,초음파,ID00000006,D9,2023-03-03,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W000103,김*민,2023-02-27,FCAW
P05,COT,C,Vendor,880.0,해당없음,초음파,ID00000006,D9,2023-03-03,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W000103,김*민,2023-02-27,FCAW
P05,COT,C,Vendor,1200.0,해당없음,초음파,ID00000006,D9,2023-03-03,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W000106,강*봉,2023-02-27,FCAW
P05,COT,C,Vendor,1200.0,해당없음,초음파,ID00000006,D9,2023-03-03,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W000106,강*봉,2023-02-27,FCAW
P05,COT,C,Vendor,1200.0,해당없음,초음파,ID00000006,D9,2023-03-03,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W000106,강*봉,2023-02-27,FCAW
P05,COT,C,Vendor,750.0,해당없음,초음파,ID00000006,D9,2023-03-03,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W000103,김*민,2023-02-27,FCAW
P05,COT,C,SHI,1200.0,해당없음,초음파,ID00000006,D10,2023-03-03,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W000110,김*종,2023-02-27,EGW
P05,COT,C,Vendor,1200.0,해당없음,초음파,ID00000006,D9,2023-03-03,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W000106,강*봉,2023-02-27,FCAW
P05,COT,C,Vendor,690.0,해당없음,초음파,ID00000006,D9,2023-03-03,NC1,승인,해당없음,해당없음,A000003,이*철,V2,W000103,김*민,2023-02-27,FCAW
P05,COT,C,SHI,1200.0,해당없음,초음파,ID00000006,D10,2023-03-03,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W000110,김*종,2023-02-27,EGW
P05,COT,C,SHI,1200.0,해당없음,초음파,ID00000006,D10,2023-03-03,NC1,승인,해당없음,해당없음,A000012,박*옥,직영,W000110,김*종,2023-02-27,EGW
P21,CNT,A,Vendor,700.0,해당없음,초음파,ID00000007,D31,2023-03-03,NC3,승인,해당없음,해당없음,A000013,장*구,V8,W000115,하*만,2023-02-24,FCAW
P21,CNT,A,Vendor,700.0,해당없음,초음파,ID00000007,D31,2023-03-03,NC3,승인,해당없음,해당없음,A000013,장*구,V8,W000115,하*만,2023-02-24,FCAW
P21,CNT,A,Vendor,700.0,해당없음,초음파,ID00000007,D31,2023-03-03,NC3,승인,해당없음,해당없음,A000013,장*구,V8,W000115,하*만,2023-02-24,FCAW
P21,CNT,A,Vendor,700.0,해당없음,초음파,ID00000007,D31,2023-03-03,NC3,승인,해당없음,해당없음,A000013,장*구,V8,W000115,하*만,2023-02-24,FCAW
P19,CNT,A,SHI,1100.0,해당없음,초음파,ID00000002,D1,2023-03-07,NC1,승인,해당없음,해당없음,A000001,강*우,직영,W000007,원*필,2023-02-24,FCAW
P06,COT,C,SHI,700.0,해당없음,초음파,ID00000002,D1,2023-03-03,NC1,승인,해당없음,해당없음,A000001,강*우,직영,W000120,김*호,2023-02-25,SAW
P06,COT,C,SHI,700.0,해당없음,초음파,ID00000002,D1,2023-03-03,NC1,승인,해당없음,해당없음,A000001,강*우,직영,W000121,최*재,2023-02-25,FCAW
P06,COT,C,SHI,1700.0,해당없음,초음파,ID00000002,D1,2023-03-03,NC1,승인,해당없음,해당없음,A000001,강*우,직영,W000120,김*호,2023-02-25,SAW
P01,LNG,B,Vendor,700.0,해당없음,초음파,ID00000005,D47,2023-03-03,NC1,승인,해당없음,해당없음,A000011,문*성,V7,W000123,반*일,2023-02-25,FCAW
P01,LNG,B,Vendor,700.0,해당없음,초음파,ID00000005,D47,2023-03-03,NC1,승인,해당없음,해당없음,A000011,문*성,V7,W000123,반*일,2023-02-25,FCAW
P01,LNG,B,Vendor,700.0,해당없음,초음파,ID00000005,D47,2023-03-03,NC1,승인,해당없음,해당없음,A000011,문*성,V7,W000123,반*일,2023-02-25,FCAW
P01,LNG,B,Vendor,700.0,해당없음,초음파,ID00000005,D47,2023-03-03,NC1,승인,해당없음,해당없음,A000011,문*성,V7,W000123,반*일,2023-02-25,FCAW
P01,LNG,B,Vendor,700.0,해당없음,초음파,ID00000005,D47,2023-03-03,NC1,승인,해당없음,해당없음,A000011,문*성,V7,W000123,반*일,2023-02-25,FCAW
P01,LNG,B,Vendor,700.0,해당없음,초음파,ID00000005,D47,2023-03-03,NC1,승인,해당없음,해당없음,A000011,문*성,V7,W000123,반*일,2023-02-25,FCAW
P01,LNG,B,Vendor,700.0,해당없음,초음파,ID00000005,D47,2023-03-03,NC1,승인,해당없음,해당없음,A000011,문*성,V7,W000123,반*일,2023-02-25,FCAW
P09,CNT,A,Vendor,625.0,해당없음,초음파,ID00000008,D8,2023-03-03,NC1,승인,해당없음,해당없음,A000014,이*환,V9,W000130,정*식,2023-02-21,FCAW
P09,CNT,A,Vendor,835.0,해당없음,초음파,ID00000008,D8,2023-03-03,NC1,승인,해당없음,해당없음,A000014,이*환,V9,W000130,정*식,2023-02-21,FCAW
P09,CNT,A,Vendor,625.0,해당없음,초음파,ID00000008,D8,2023-03-03,NC1,승인,해당없음,해당없음,A000014,이*환,V9,W000130,정*식,2023-02-21,FCAW
P09,CNT,A,Vendor,760.0,해당없음,초음파,ID00000008,D8,2023-03-03,NC1,승인,해당없음,해당없음,A000014,이*환,V9,W000130,정*식,2023-02-21,FCAW
P09,CNT,A,Vendor,760.0,해당없음,초음파,ID00000008,D8,2023-03-03,NC1,승인,해당없음,해당없음,A000014,이*환,V9,W000130,정*식,2023-02-21,FCAW
P09,CNT,A,Vendor,625.0,해당없음,초음파,ID00000008,D8,2023-03-03,NC1,승인,해당없음,해당없음,A000014,이*환,V9,W000130,정*식,2023-02-21,FCAW
P09,CNT,A,Vendor,540.0,해당없음,초음파,ID00000008,D8,2023-03-03,NC1,승인,해당없음,해당없음,A000014,이*환,V9,W000130,정*식,2023-02-21,FCAW
P09,CNT,A,Vendor,540.0,해당없음,초음파,ID00000008,D8,2023-03-03,NC1,승인,해당없음,해당없음,A000014,이*환,V9,W000130,정*식,2023-02-21,FCAW
P09,CNT,A,Vendor,685.0,해당없음,초음파,ID00000008,D8,2023-03-03,NC1,승인,해당없음,해당없음,A000014,이*환,V9,W000130,정*식,2023-02-21,FCAW
P06,COT,C,SHI,700.0,해당없음,초음파,ID00000002,D1,2023-03-03,NC1,승인,해당없음,해당없음,A000001,강*우,직영,W000121,최*재,2023-02-25,FCAW
P06,COT,C,SHI,700.0,해당없음,초음파,ID00000002,D1,2023-03-03,NC1,승인,해당없음,해당없음,A000001,강*우,직영,W000120,김*호,2023-02-25,SAW
P06,COT,C,SHI,700.0,해당없음,초음파,ID00000002,D1,2023-03-03,NC1,승인,해당없음,해당없음,A000001,강*우,직영,W000120,김*호,2023-02-25,SAW
P06,COT,C,SHI,700.0,해당없음,초음파,ID00000002,D1,2023-03-03,NC1,승인,해당없음,해당없음,A000001,강*우,직영,W000120,김*호,2023-02-25,SAW
P06,COT,C,SHI,700.0,해당없음,초음파,ID00000002,D1,2023-03-03,NC1,승인,해당없음,해당없음,A000001,강*우,직영,W000120,김*호,2023-02-25,SAW
P06,COT,C,SHI,700.0,해당없음,초음파,ID00000002,D1,2023-03-03,NC1,승인,해당없음,해당없음,A000001,강*우,직영,W000120,김*호,2023-02-25,SAW
P06,COT,C,SHI,700.0,해당없음,초음파,ID00000002,D1,2023-03-03,NC1,승인,해당없음,해당없음,A000001,강*우,직영,W000121,최*재,2023-02-25,FCAW
P06,COT,C,SHI,700.0,해당없음,초음파,ID00000002,D1,2023-03-03,NC1,승인,해당없음,해당없음,A000001,강*우,직영,W000120,김*호,2023-02-25,SAW
P06,COT,C,SHI,700.0,해당없음,초음파,ID00000002,D1,2023-03-03,NC1,승인,해당없음,해당없음,A000001,강*우,직영,W000120,김*호,2023-02-25,SAW
P06,COT,C,SHI,700.0,해당없음,초음파,ID00000002,D1,2023-03-03,NC1,승인,해당없음,해당없음,A000001,강*우,직영,W000120,김*호,2023-02-25,SAW
P06,COT,C,SHI,700.0,해당없음,초음파,ID00000002,D1,2023-03-03,NC1,승인,해당없음,해당없음,A000001,강*우,직영,W000121,최*재,2023-02-25,FCAW
P06,COT,C,SHI,700.0,해당없음,초음파,ID00000002,D1,2023-03-03,NC1,승인,해당없음,해당없음,A000001,강*우,직영,W000120,김*호,2023-02-25,SAW
P06,COT,C,SHI,700.0,해당없음,초음파,ID00000002,D1,2023-03-03,NC1,승인,해당없음,해당없음,A000001,강*우,직영,W000120,김*호,2023-02-25,SAW
P06,COT,C,SHI,1700.0,해당없음,초음파,ID00000002,D1,2023-03-03,NC1,승인,해당없음,해당없음,A000001,강*우,직영,W000120,김*호,2023-02-25,SAW
P06,COT,C,SHI,700.0,해당없음,초음파,ID00000002,D1,2023-03-03,NC1,승인,해당없음,해당없음,A000001,강*우,직영,W000120,김*호,2023-02-25,SAW
P06,COT,C,SHI,700.0,해당없음,초음파,ID00000002,D1,2023-03-03,NC1,승인,해당없음,해당없음,A000001,강*우,직영,W000121,최*재,2023-02-25,FCAW
